Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13
block	dark_oak_window_boards	Dark Oak Window Boards		Оконные доски из тëмного дуба	Pannello per finestre di quercia scura		Okenní prkna z tmavého dubu		Schwarzeichenholzfensterbretter	Barricadas de Roble Oscuro	Barricadas de Roble Oscuro	Barricadas de Roble Oscuro
block	mangrove_window_boards	Mangrove Window Boards		Мангровые Оконные доски	Pannello per finestre di mangrovia		Kořenovníková okenní prkna		Mangrovenholzfensterbretter	Barricadas de Mangle	Barricadas de Mangle	Barricadas de Mangle
block	cherry_window_boards	Cherry Window Boards		Вишнёвые Оконные доски	Pannello per finestre di ciliegio		Třešňová okenní prkna		Kirschholzfensterbretter	Barricadas de Cereza	Barricadas de Cereza	Barricadas de Cereza
block	crimson_window_boards	Crimson Window Boards		Багровые Оконные доски	Pannello per finestre cremisi		Karmínová okenní prkna		Karmesinfensterbretter	Barricadas Carmesí	Barricadas Carmesí	Barricadas Carmesí
block	warped_window_boards	Warped Window Boards		Искажëнные Оконные доски	Pannello per finestre distorto		Přízračná okenní prkna		Wirrfensterbretter	Barricadas Distorsionadas	Barricadas Distorsionadas	Barricadas Distorsionadas
block	stone_window_boards	Stone Window Boards		Каменные Оконные доски	Pannello per finestre di pietra		Kamenná okenní prkna		Steinfensterbretter	Barricadas de Piedra	Barricadas de Piedra	Barricadas de Piedra
block	quartz_window_boards	Quartz Window Boards		Кварцевые Оконные доски	Pannello per finestre di quarzo		Křemenná okenní prkna		Quarzfensterbretter	Barricadas de Cuarzo	Barricadas de Cuarzo	Barricadas de Cuarzo
block	deepslate_window_boards	Deepslate Window Boards		Глубинносланцевые Оконные доски	Pannello per finestre di ardesia profonda		Břidlicová okenní prkna		Tiefenschieferfensterbretter	Barricadas de Pizarra Abismal	Barricadas de Pizarra Profunda	Barricadas de Pizarra Profunda
block	iron_window_boards	Iron Window Boards		Железные Оконные доски	Pannello per finestre di ferro		Železná okenní prkna		Eisenfensterbretter	Barricadas de Hierro	Barricadas de Hierro	Barricadas de Hierro
block	copper_window_boards	Copper Window Boards		Медные Оконные доски	Pannello per finestre di rame		Měděná okenní prkna		Kupferfensterbretter	Barricadas de Cobre	Barricadas de Cobre	Barricadas de Cobre
block	gold_window_boards	Golden Window Boards		Золотые Оконные доски	Pannello per finestre d'oro		Zlatá okenní prkna		Goldfensterbretter	Barricadas de Oro	Barricadas de Oro	Barricadas de Oro
block	diamond_window_boards	Diamond Window Boards		Алмазные Оконные доски	Pannello per finestre di diamante		Diamantová okenní prkna		Diamantfensterbretter	Barricadas de Diamante	Barricadas de Diamante	Barricadas de Diamante
block	emerald_window_boards	Emerald Window Boards		Изумрудные Оконные доски	Pannello per finestre di smeraldo		Smaragdová okenní prkna		Smaragdfensterbretter	Barricadas de Esmeralda	Barricadas de Esmeralda	Barricadas de Esmeralda
block	netherite_window_boards	Netherite Window Boards		Незеритовые Оконные доски	Pannello per finestre di netherite		Netheritová okenní prkna		Netheritfensterbretter	Barricadas de Netherita	Barricadas de Netherita	Barricadas de Netherita
block	oak_ladder	Oak Ladder		Дубовая Лестница	Staccionata di quercia		Dubový žebřík	nasin palisa sewi pi kasi kili	Eichenholzleiter	Escaleras de Roble	Escaleras de Roble	Escaleras de Roble
block	spruce_ladder	Spruce Ladder		Еловая Лестница	Staccionata di abete		Smrkový žebřík	nasin palisa sewi pi kasi lete	Fichtenholzleiter	Escaleras de Abeto	Escaleras de Abeto	Escaleras de Abeto
block	birch_ladder	Birch Ladder		Берëзовая Лестница	Staccionata di betulla		Březový žebřík	nasin palisa sewi pi kasi walo	Birkenholzleiter	Escaleras de Abedul	Escaleras de Abedul	Escaleras de Abedul
block	jungle_ladder	Jungle Ladder		Лестница из тропического дерева	Staccionata della giungla		Žebřík z tropického dřeva	nasin palisa sewi pi kasi suli	Tropenholzleiter	Escaleras Jungla	Escaleras Jungla	Escaleras Jungla
block	acacia_ladder	Acacia Ladder		Акациевая Лестница	Staccionata di acacia		Akáciový žebřík	nasin palisa sewi pi kasi seli	Akazienholzleiter	Escaleras de Acacia	Escaleras de Acacia	Escaleras de Acacia
block	bamboo_ladder	Bamboo Ladder		Лестница из бамбука	Staccionata di bambù		Bambusový žebřík	nasin palisa sewi pi kasi palisa	Bambusleiter	Escaleras de Bambú	Escaleras de Bambú	Escaleras de Bambú
block	dark_oak_ladder	Dark Oak Ladder		Лестница из тëмного дуба	Staccionata di quercia scura		Žebřík z tmavého dubu	nasin palisa sewi pi kasi pimeja	Schwarzeichenholzleiter	Escaleras de Roble Oscuro	Escaleras de Roble Oscuro	Escaleras de Roble Oscuro
block	mangrove_ladder	Mangrove Ladder		Мангровая Лестница	Staccionata di mangrovia		Kořenovníkový žebřík	nasin palisa sewi pi kasi telo	Mangrovenholzleiter	Escaleras de Mangle	Escaleras de Mangle	Escaleras de Mangle
block	cherry_ladder	Cherry Ladder		Вишнёвая Лестница	Staccionata di ciliegio		Třešňový žebřík	nasin palisa sewi pi kasi suwi	Kirschholzleiter	Escaleras de Cereza	Escaleras de Cereza	Escaleras de Cereza
block	crimson_ladder	Crimson Ladder		Багровая Лестница	Staccionata cremisi		Karmínový žebřík	nasin palisa sewi pi soko loje	Karmesinleiter	Escaleras Carmesí	Escaleras Carmesí	Escaleras Carmesí
block	warped_ladder	Warped Ladder		Искажëнная Лестница	Staccionata distorta		Přízračný žebřík	nasin palisa sewi pi soko laso	Wirrleiter	Escaleras Distorsionada	Escaleras Distorsionada	Escaleras Distorsionada
block	stone_ladder	Stone Ladder		Каменная Лестница	Staccionata di pietra		Kamenný žebřík	nasin palisa sewi kiwen	Steinleiter	Escaleras de Piedra	Escaleras de Piedra	Escaleras de Piedra
block	quartz_ladder	Quartz Ladder		Кварцевая Лестница	Staccionata di quarzo		Křemenný žebřík	nasin palisa sewi pi kiwen walo seli	Quarzleiter	Escaleras de Cuarzo	Escaleras de Cuarzo	Escaleras de Cuarzo
block	deepslate_ladder	Deepslate Ladder		Глубинносланцевая Лестница	Staccionata di ardesia profonda		Břidlicový žebřík	nasin palisa sewi pi kiwen anpa	Tiefenschieferleiter	Escaleras de Pizarra Abismal	Escaleras de Pizarra Profunda	Escaleras de Pizarra Profunda
block	iron_ladder	Iron Ladder		Железная Лестница	Staccionata di ferro		Železný žebřík	nasin palisa sewi pi kiwen walo	Eisenleiter	Escaleras de Hierro	Escaleras de Hierro	Escaleras de Hierro
block	copper_ladder	Copper Ladder		Медная Лестница	Staccionata di rame		Měděný žebřík	nasin palisa sewi pi kiwen ante	Kupferleiter	Escaleras de Cobre	Escaleras de Cobre	Escaleras de Cobre
block	gold_ladder	Golden Ladder		Золотая Лестница	Staccionata d'oro		Zlatý žebřík	nasin palisa sewi pi kiwen jelo	Goldleiter	Escaleras de Oro	Escaleras de Oro	Escaleras de Oro
block	diamond_ladder	Diamond Ladder		Алмазная Лестница	Staccionata di diamante		Diamantový žebřík	nasin palisa sewi pi kiwen laso	Diamantleiter	Escaleras de Diamante	Escaleras de Diamante	Escaleras de Diamante
block	emerald_ladder	Emerald Ladder		Изумрудная Лестница	Staccionata di smeraldo		Smaragdový žebřík	nasin palisa sewi pi kiwen esun	Smaragdleiter	Escaleras de Esmeralda	Escaleras de Esmeralda	Escaleras de Esmeralda
block	netherite_ladder	Netherite Ladder		Незеритовая Лестница	Staccionata di netherite		Netheritový žebřík	nasin palisa sewi pi mani Netherite	Netheritleiter	Escaleras de Netherita	Escaleras de Netherita	Escaleras de Netherita
block	white_padlock	White Padlock		Белый Навесной замок	Lucchetto bianco		Bílý visací zámek	ilo awen walo	Weißes Schloss	Candado Blanco	Candado Blanco	Candado Blanco
block	orange_padlock	Orange Padlock		Оранжевый Навесной замок	Lucchetto arancione		Oranžový visací zámek	ilo awen pi loje jelo	Orangenes Schloss	Candado Naranja	Candado Naranja	Candado Naranja
block	magenta_padlock	Magenta Padlock		Пурпурный Навесной замок	Lucchetto magenta		Purpurový visací zámek	ilo awen pi loje laso	Magenta Schloss	Candado Magenta	Candado Magenta	Candado Magenta
block	light_blue_padlock	Light Blue Padlock		Голубой Навесной замок	Lucchetto azzurro		Světle modrý visací zámek	ilo awen pi laso sewi	Hellblaues Schloss	Candado Celeste	Candado Azul Claro	Candado Azul Claro
block	yellow_padlock	Yellow Padlock		Жёлтый Навесной замок	Lucchetto giallo		Žlutý visací zámek	ilo awen jelo	Gelbes Schloss	Candado Amarillo	Candado Amarillo	Candado Amarillo
block	lime_padlock	Lime Padlock		Лаймовый Навесной замок	Lucchetto lime		Světle zelený visací zámek	ilo awen pi laso jelo	Hellgrünes Schloss	Candado Verde Lima	Candado Lima	Candado Lima
block	pink_padlock	Pink Padlock		Розовый Навесной замок	Lucchetto rosa		Růžový visací zámek	ilo awen pi loje walo	Rosa Schloss	Candado Rosado	Candado Rosa	Candado Rosa
block	gray_padlock	Gray Padlock		Серый Навесной замок	Lucchetto grigio		Šedý visací zámek	ilo awen pi pimeja walo	Graues Schloss	Candado Gris	Candado Gris	Candado Gris
block	light_gray_padlock	Light Gray Padlock		Светло-серый Навесной замок	Lucchetto grigio chiaro		Světle šedý visací zámek	ilo awen pi walo pimeja	Hellgraues Schloss	Candado Gris Claro	Candado Gris Claro	Candado Gris Claro
block	cyan_padlock	Cyan Padlock		Бирюзовый Навесной замок	Lucchetto ciano		Azurový visací zámek	ilo awen laso	Türkises Schloss	Candado Cian	Candado Cian	Candado Cian
block	purple_padlock	Purple Padlock		Фиолетовый Навесной замок	Lucchetto viola		Fialový visací zámek	ilo awen pi laso loje	Violettes Schloss	Candado Morada	Candado Púrpura	Candado Púrpura
block	blue_padlock	Blue Padlock		Синий Навесной замок	Lucchetto blù		Modrý visací zámek	ilo awen pi laso telo	Blaues Schloss	Candado Azul	Candado Azul	Candado Azul
block	brown_padlock	Brown Padlock		Коричневый Навесной замок	Lucchetto marrone		Hnědý visací zámek	ilo awen pi kule ma	Braunes Schloss	Candado Café	Candado Marrón	Candado Marrón
block	green_padlock	Green Padlock		Зелёный Навесной замок	Lucchetto verde		Zelený visací zámek	ilo awen pi laso kasi	Grünes Schloss	Candado Verde	Candado Verde	Candado Verde
block	red_padlock	Red Padlock		Красный Навесной замок	Lucchetto rosso		Červený visací zámek	ilo awen loje	Rotes Schloss	Candado Rojo	Candado Rojo	Candado Rojo
block	black_padlock	Black Padlock		Чёрный Навесной замок	Lucchetto nero		Černý visací zámek	ilo awen pimeja	Schwarzes Schloss	Candado Negro	Candado Negro	Candado Negro
item	white_key	White Key		Белый Ключ	Chiave bianca		Bílý klíč	ilo open walo	Weißer Schlüssel	Llave Blanca	Llave Blanca	Llave Blanca
item	orange_key	Orange Key		Оранжевый Ключ	Chiave arancione		Oranžový klíč	ilo open pi loje jelo	Orangener Schlüssel	Llave Naranja	Llave Naranja	Llave Naranja
item	magenta_key	Magenta Key		Пурпурный Ключ	Chiave magenta		Purpurový klíč	ilo open pi loje laso	Magenta Schlüssel	Llave Magenta	Llave Magenta	Llave Magenta
item	light_blue_key	Light Blue Key		Голубой Ключ	Chiave azzurra		Světle modrý klíč	ilo open pi laso sewi	Hellblauer Schlüssel	Llave Celeste	Llave Azul Claro	Llave Azul Claro
item	yellow_key	Yellow Key		Жёлтый Ключ	Chiave gialla	黄色の鍵	Žlutý klíč	ilo open jelo	Gelber Schlüssel	Llave Amarilla	Llave Amarilla	Llave Amarilla
item	lime_key	Lime Key		Лаймовый Ключ	Chiave lime		Světle zelený klíč	ilo open pi laso jelo	Hellgrüner Schlüssel	Llave Verde Lima	Llave Lima	Llave Lima
item	pink_key	Pink Key		Розовый Ключ	Chiave rosa		Růžový klíč	ilo open pi loje walo	Rosa Schlüssel	Llave Rosada	Llave Rosa	Llave Rosa
item	gray_key	Gray Key		Серый Ключ	Chiave grigia		Šedý klíč	ilo open pi pimeja walo	Grauer Schlüssel	Llave Gris	Llave Gris	Llave Gris
item	light_gray_key	Light Gray Key		Светло-серый Ключ	Chiave grigio chiaro		Světle šedý klíč	ilo open pi walo pimeja	Hellgrauer Schlüssel	Llave Gris Claro	Llave Gris Claro	Llave Gris Claro
item	cyan_key	Cyan Key		Бирюзовый Ключ	Chiave ciano		Azurový klíč	ilo open laso	Türkiser Schlüssel	Llave Cian	Llave Cian	Llave Cian
item	purple_key	Purple Key		Фиолетовый Ключ	Chiave viola		Fialový klíč	ilo open pi laso loje	Violetter Schlüssel	Llave Morada	Llave Púrpura	Llave Púrpura
item	blue_key	Blue Key		Синий Ключ	Chiave blù	青色の鍵	Modrý klíč	ilo open pi laso telo	Blauer Schlüssel	Llave Azul	Llave Azul	Llave Azul
item	brown_key	Brown Key		Коричневый Ключ	Chiave marrone		Hnědý klíč	ilo open pi kule ma	Brauner Schlüssel	Llave Café	Llave Marrón	Llave Marrón
item	green_key	Green Key		Зелёный Ключ	Chiave verde	緑色の鍵	Zelený klíč	ilo open pi laso kasi	Grüner Schlüssel	Llave Verde	Llave Verde	Llave Verde
item	red_key	Red Key		Красный Ключ	Chiave rossa	赤色の鍵	Červený klíč	ilo open loje	Roter Schlüssel	Llave Roja	Llave Roja	Llave Roja
item	black_key	Black Key		Чёрный Ключ	Chiave nera		Černý klíč	ilo open pimeja	Schwarzer Schlüssel	Llave Negra	Llave Negra	Llave Negra
block	oak_rising_door	Oak Rising Door		Дубовая Поднимающаяся дверь	Porta ascendente di quercia		Dubové stoupající dveře		Eichenholzsteigetür	Puerta Levadiza de Roble	Puerta Levadiza de Roble	Puerta Levadiza de Roble
block	spruce_rising_door	Spruce Rising Door		Еловая Поднимающаяся дверь	Porta ascendente di abete		Smrkové stoupající dveře		Fichtenholzsteigetür	Puerta Levadiza de Abeto	Puerta Levadiza de Abeto	Puerta Levadiza de Abeto
block	birch_rising_door	Birch Rising Door		Берëзовая Поднимающаяся дверь	Porta ascendente di betulla		Březové stoupající dveře		Birkenholzsteigetür	Puerta Levadiza de Abedul	Puerta Levadiza de Abedul	Puerta Levadiza de Abedul
block	jungle_rising_door	Jungle Rising Door		Поднимающаяся дверь из тропического дерева	Porta ascendente della giungla		Stoupající dveře z tropického dřeva		Tropenholzsteigetür	Puerta Levadiza Jungla	Puerta Levadiza Jungla	Puerta Levadiza Jungla
block	acacia_rising_door	Acacia Rising Door		Акациевая Поднимающаяся дверь	Porta ascendente di acacia		Akáciové stoupající dveře		Akazienholzsteigetür	Puerta Levadiza de Acacia	Puerta Levadiza de Acacia	Puerta Levadiza de Acacia
block	bamboo_rising_door	Bamboo Rising Door		Поднимающаяся дверь из бамбука	Porta ascendente di bambù		Bambusové stoupající dveře		Bambussteigetür	Puerta Levadiza de Bambú	Puerta Levadiza de Bambú	Puerta Levadiza de Bambú
block	dark_oak_rising_door	Dark Oak Rising Door		Поднимающаяся дверь из тëмного дуба	Porta ascendente di quercia scura		Stoupající dveře z tmavého dubu		Schwarzeichenholzsteigetür	Puerta Levadiza de Roble Oscuro	Puerta Levadiza de Roble Oscuro	Puerta Levadiza de Roble Oscuro
block	mangrove_rising_door	Mangrove Rising Door		Мангровая Поднимающаяся дверь	Porta ascendente di mangrovia		Kořenovníkové stoupající dveře		Mangrovenholzsteigetür	Puerta Levadiza de Mangle	Puerta Levadiza de Mangle	Puerta Levadiza de Mangle
block	cherry_rising_door	Cherry Rising Door		Вишнёвая Поднимающаяся дверь	Porta ascendente di ciliegio		Třešňové stoupající dveře		Kirschholzsteigetür	Puerta Levadiza de Cereza	Puerta Levadiza de Cereza	Puerta Levadiza de Cereza
block	crimson_rising_door	Crimson Rising Door		Багровая Поднимающаяся дверь	Porta ascendente cremisi		Karmínové stoupající dveře		Karmesinsteigetür	Puerta Levadiza Carmesí	Puerta Levadiza Carmesí	Puerta Levadiza Carmesí
block	warped_rising_door	Warped Rising Door		Искажëнная Поднимающаяся дверь	Porta ascendente distorta		Přízračné stoupající dveře		Wirrsteigetür	Puerta Levadiza Distorsionada	Puerta Levadiza Distorsionada	Puerta Levadiza Distorsionada
block	stone_rising_door	Stone Rising Door		Каменная Поднимающаяся дверь	Porta ascendente di pietra		Kamenné stoupající dveře		Steinsteigetür	Puerta Levadiza de Piedra	Puerta Levadiza de Piedra	Puerta Levadiza de Piedra
block	quartz_rising_door	Quartz Rising Door		Кварцевая Поднимающаяся дверь	Porta ascendente di quarzo		Křemenné stoupající dveře		Quarzsteigetür	Puerta Levadiza de Cuarzo	Puerta Levadiza de Cuarzo	Puerta Levadiza de Cuarzo
block	deepslate_rising_door	Deepslate Rising Door		Глубинносланцевая Поднимающаяся дверь	Porta ascendente di ardesia profonda		Břidlicové stoupající dveře		Tiefenschiefersteigetür	Puerta Levadiza de Pizarra Abismal	Puerta Levadiza de Pizarra Profunda	Puerta Levadiza de Pizarra Profunda
block	iron_rising_door	Iron Rising Door		Железная Поднимающаяся дверь	Porta ascendente di ferro		Železné stoupající dveře		Eisensteigetür	Puerta Levadiza de Hierro	Puerta Levadiza de Hierro	Puerta Levadiza de Hierro
block	copper_rising_door	Copper Rising Door		Медная Поднимающаяся дверь	Porta ascendente di rame		Měděné stoupající dveře		Kupfersteigetür	Puerta Levadiza de Cobre	Puerta Levadiza de Cobre	Puerta Levadiza de Cobre
block	gold_rising_door	Golden Rising Door		Золотая Поднимающаяся дверь	Porta ascendente d'oro		Zlaté stoupající dveře		Goldsteigetür	Puerta Levadiza de Oro	Puerta Levadiza de Oro	Puerta Levadiza de Oro
block	diamond_rising_door	Diamond Rising Door		Алмазная Поднимающаяся дверь	Porta ascendente di diamante		Diamantové stoupající dveře		Diamantsteigetür	Puerta Levadiza de Diamante	Puerta Levadiza de Diamante	Puerta Levadiza de Diamante
block	emerald_rising_door	Emerald Rising Door		Изумрудная Поднимающаяся дверь	Porta ascendente di smeraldo		Smaragdové stoupající dveře		Smaragdsteigetür	Puerta Levadiza de Esmeralda	Puerta Levadiza de Esmeralda	Puerta Levadiza de Esmeralda
block	netherite_rising_door	Netherite Rising Door		Незеритовая Поднимающаяся дверь	Porta ascendente di netherite		Netheritové stoupající dveře		Netheritsteigetür	Puerta Levadiza de Netherita	Puerta Levadiza de Netherita	Puerta Levadiza de Netherita
block	white_table_lamp	White Table Lamp		Белая Лампа	Lampada da tavolo bianca		Bíla stolní lampa	ilo suno supa walo	Weiße Tischlampe	Lámpara de Mesa Blanca	Lámpara de Mesa Blanca	Lámpara de Mesa Blanca
block	orange_table_lamp	Orange Table Lamp		Оранжевая Лампа	Lampada da tavolo arancione		Oranžová stolní lampa	ilo suno supa moku pi loje jelo	Orangene Tischlampe	Lámpara de Mesa Naranja	Lámpara de Mesa Naranja	Lámpara de Mesa Naranja
block	magenta_table_lamp	Magenta Table Lamp		Пурпурная Лампа	Lampada da tavolo magenta		Světle modrá stolní lampa	ilo suno supa moku pi loje laso	Magenta Tischlampe	Lámpara de Mesa Magenta	Lámpara de Mesa Magenta	Lámpara de Mesa Magenta
block	light_blue_table_lamp	Light Blue Table Lamp		Голубая Лампа	Lampada da tavolo azzurra		Purpurová stolní lampa	ilo suno supa moku pi laso sewi	Hellblaue Tischlampe	Lámpara de Mesa Celeste	Lámpara de Mesa Azul Claro	Lámpara de Mesa Azul Claro
block	yellow_table_lamp	Yellow Table Lamp		Жёлтая Лампа	Lampada da tavolo gialla		Žlutá stolní lampa	ilo suno supa jelo	Gelbe Tischlampe	Lámpara de Mesa Amarilla	Lámpara de Mesa Amarilla	Lámpara de Mesa Amarilla
block	lime_table_lamp	Lime Table Lamp		Лаймовая Лампа	Lampada da tavolo lime		Světle zelená stolní lampa	ilo suno supa moku pi laso jelo	Hellgrüne Tischlampe	Lámpara de Mesa Verde Lima	Lámpara de Mesa Lima	Lámpara de Mesa Lima
block	pink_table_lamp	Pink Table Lamp		Розовая Лампа	Lampada da tavolo rosa		Růžová stolní lampa	ilo suno supa moku pi loje walo	Rosa Tischlampe	Lámpara de Mesa Rosada	Lámpara de Mesa Rosa	Lámpara de Mesa Rosa
block	gray_table_lamp	Gray Table Lamp		Серая Лампа	Lampada da tavolo grigia		Šedá stolní lampa	ilo suno supa moku pi pimeja walo	Graue Tischlampe	Lámpara de Mesa Gris	Lámpara de Mesa Gris	Lámpara de Mesa Gris
block	light_gray_table_lamp	Light Gray Table Lamp		Светло-серая Лампа	Lampada da tavolo grigio chiaro		Světle šedá stolní lampa	ilo suno supa moku pi walo pimeja	Hellgraue Tischlampe	Lámpara de Mesa Gris Claro	Lámpara de Mesa Gris Claro	Lámpara de Mesa Gris Claro
block	cyan_table_lamp	Cyan Table Lamp		Бирюзовая Лампа	Lampada da tavolo ciano		Azurová stolní lampa	ilo suno supa laso	Türkise Tischlampe	Lámpara de Mesa Cian	Lámpara de Mesa Cian	Lámpara de Mesa Cian
block	purple_table_lamp	Purple Table Lamp		Фиолетовая Лампа	Lampada da tavolo viola		Fialová stolní lampa	ilo suno supa moku pi laso loje	Violette Tischlampe	Lámpara de Mesa Morada	Lámpara de Mesa Púrpura	Lámpara de Mesa Púrpura
block	blue_table_lamp	Blue Table Lamp		Синяя Лампа	Lampada da tavolo blù		Modrá stolní lampa	ilo suno supa moku pi laso telo	Blaue Tischlampe	Lámpara de Mesa Azul	Lámpara de Mesa Azul	Lámpara de Mesa Azul
block	brown_table_lamp	Brown Table Lamp		Коричневая Лампа	Lampada da tavolo marrone		Hnědá stolní lampa	ilo suno supa moku pi kule ma	Braune Tischlampe	Lámpara de Mesa Café	Lámpara de Mesa Marrón	Lámpara de Mesa Marrón
block	green_table_lamp	Green Table Lamp		Зелёная Лампа	Lampada da tavolo verde		Zelená stolní lampa	ilo suno supa moku pi laso kasi	Grüne Tischlampe	Lámpara de Mesa Verde	Lámpara de Mesa Verde	Lámpara de Mesa Verde
block	red_table_lamp	Red Table Lamp		Красная Лампа	Lampada da tavolo rossa		Červená stolní lampa	ilo suno supa loje	Rote Tischlampe	Lámpara de Mesa Roja	Lámpara de Mesa Roja	Lámpara de Mesa Roja
block	black_table_lamp	Black Table Lamp		Чёрная Лампа	Lampada da tavolo nera		Černá stolní lampa	ilo suno supa moku pimeja	Schwarze Tischlampe	Lámpara de Mesa Negra	Lámpara de Mesa Negra	Lámpara de Mesa Negra
block	oak_street_light	Oak Street Light		Дубовый Уличный фонарь	Lampione di quercia		Dubová pouliční lampa	suno nasin pi kasi kili	Eichenholz-Straßenlaterne	Farola de Roble	Farola de Roble	Farola de Roble
block	spruce_street_light	Spruce Street Light		Еловый Уличный фонарь	Lampione di abete		Smrková pouliční lampa	suno nasin pi kasi lete	Fichtenholz-Straßenlaterne	Farola de Abeto	Farola de Abeto	Farola de Abeto
block	birch_street_light	Birch Street Light		Берëзовый Уличный фонарь	Lampione di betulla		Březová pouliční lampa	suno nasin pi kasi walo	Birkenholz-Straßenlaterne	Farola de Abedul	Farola de Abedul	Farola de Abedul
block	jungle_street_light	Jungle Street Light		Уличный фонарь из тропического дерева	Lampione della giungla		Pouliční lampa z tropického dřeva	suno nasin pi kasi suli	Tropenholz-Straßenlaterne	Farola Jungla	Farola Jungla	Farola Jungla
block	acacia_street_light	Acacia Street Light		Акациевый Уличный фонарь	Lampione di acacia		Akáciová pouliční lampa	suno nasin pi kasi seli	Akazienholz-Straßenlaterne	Farola de Acacia	Farola de Acacia	Farola de Acacia
block	bamboo_street_light	Bamboo Street Light		Уличный фонарь из бамбука	Lampione di bambù		bambusová pouliční lampa	suno nasin pi kasi palisa	Bambus-Straßenlaterne	Farola de Bambú	Farola de Bambú	Farola de Bambú
block	dark_oak_street_light	Dark Oak Street Light		Уличный фонарь из тëмного дуба	Lampione di quercia scura		Pouliční lampa z tmavého dubu	suno nasin pi kasi pimeja	Schwarzeichenholz-Straßenlaterne	Farola de Roble Oscuro	Farola de Roble Oscuro	Farola de Roble Oscuro
block	mangrove_street_light	Mangrove Street Light		Мангровый Уличный фонарь	Lampione di mangrovia		Kořenovníková pouliční lampa	suno nasin pi kasi telo	Mangrovenholz-Straßenlaterne	Farola de Mangle	Farola de Mangle	Farola de Mangle
block	cherry_street_light	Cherry Street Light		Вишнёвый Уличный фонарь	Lampione di ciliegio		Třešňová pouliční lampa	suno nasin pi kasi suwi	Kirschholz-Straßenlaterne	Farola de Cereza	Farola de Cereza	Farola de Cereza
block	crimson_street_light	Crimson Street Light		Багровый Уличный фонарь	Lampione cremisi		Karmínová pouliční lampa	suno nasin pi soko loje	Karmesin-Straßenlaterne	Farola Carmesí	Farola Carmesí	Farola Carmesí
block	warped_street_light	Warped Street Light		Искажëнный Уличный фонарь	Lampione distorto		Přízračná pouliční lampa	suno nasin pi soko laso	Wirr-Straßenlaterne	Farola Distorsionada	Farola Distorsionada	Farola Distorsionada
block	stone_street_light	Stone Street Light		Каменный Уличный фонарь	Lampione di pietra		Kamenná pouliční lampa	suno nasin kiwen	Stein-Straßenlaterne	Farola de Piedra	Farola de Piedra	Farola de Piedra
block	quartz_street_light	Quartz Street Light		Кварцевый Уличный фонарь	Lampione di quarzo		Křemenná pouliční lampa	suno nasin pi kiwen walo seli	Quarz-Straßenlaterne	Farola de Cuarzo	Farola de Cuarzo	Farola de Cuarzo
block	deepslate_street_light	Deepslate Street Light		Глубинносланцевый Уличный фонарь	Lampione di ardesia profonda		Břidlicová pouliční lampa	suno nasin pi kiwen anpa	Tiefenschiefer-Straßenlaterne	Farola de Pizarra Abismal	Farola de Pizarra Profunda	Farola de Pizarra Profunda
block	iron_street_light	Iron Street Light		Железный Уличный фонарь	Lampione di ferro		Železná pouliční lampa	suno nasin pi kiwen walo	Eisen-Straßenlaterne	Farola de Hierro	Farola de Hierro	Farola de Hierro
block	copper_street_light	Copper Street Light		Медный Уличный фонарь	Lampione di rame		Měděná pouliční lampa	suno nasin pi kiwen ante	Kupfer-Straßenlaterne	Farola de Cobre	Farola de Cobre	Farola de Cobre
block	gold_street_light	Golden Street Light		Золотой Уличный фонарь	Lampione d'oro		Zlatá pouliční lampa	suno nasin pi kiwen jelo	Goldene Straßenlaterne	Farola de Oro	Farola de Oro	Farola de Oro
block	diamond_street_light	Diamond Street Light		Алмазный Уличный фонарь	Lampione di diamante		Diamantová pouliční lampa	suno nasin pi kiwen laso	Diamant-Straßenlaterne	Farola de Diamante	Farola de Diamante	Farola de Diamante
block	emerald_street_light	Emerald Street Light		Изумрудный Уличный фонарь	Lampione di smeraldo		Smaragdová pouliční lampa	suno nasin pi kiwen esun	Smaragd-Straßenlaterne	Farola de Esmeralda	Farola de Esmeralda	Farola de Esmeralda
block	netherite_street_light	Netherite Street Light		Незеритовый Уличный фонарь	Lampione di netherite		Netheritová pouliční lampa	suno nasin pi mani Netherite	Netherit-Straßenlaterne	Farola de Netherita	Farola de Netherita	Farola de Netherita
block	white_desk_lamp	White Desk Lamp		Белая Настольная лампа	Lampada da scrivania bianca		Bíla stolní lampička	ilo suno pali walo	Weiße Schreibtischlampe	Lámpara de Escritorio Blanca	Lámpara de Escritorio Blanca	Lámpara de Escritorio Blanca
block	orange_desk_lamp	Orange Desk Lamp		Оранжевая Настольная лампа	Lampada da scrivania arancione		Oranžová stolní lampička	ilo suno pali pi loje jelo	Orangene Schreibtischlampe	Lámpara de Escritorio Naranja	Lámpara de Escritorio Naranja	Lámpara de Escritorio Naranja
block	magenta_desk_lamp	Magenta Desk Lamp		Пурпурная Настольная лампа	Lampada da scrivania magenta		Světle modrá stolní lampička	ilo suno pali pi loje laso	Magenta Schreibtischlampe	Lámpara de Escritorio Magenta	Lámpara de Escritorio Magenta	Lámpara de Escritorio Magenta
block	light_blue_desk_lamp	Light Blue Desk Lamp		Голубая Настольная лампа	Lampada da scrivania azzurra		Purpurová stolní lampička	ilo suno pali pi laso sewi	Hellblaue Schreibtischlampe	Lámpara de Escritorio Celeste	Lámpara de Escritorio Azul Claro	Lámpara de Escritorio Azul Claro
